,Doc,Annee,Topic,Doc_ID
0,marin chambrer médecin roi naître card chancelier l attacher habileté médecine l étendre variété connaissance confiance ministre fournir chambre d être lettrer saisir occasion éloigner dédaigner science fortune espèce d ingratitude n être commune donner place l établissement card charger card répondre livre herser faveur prétention cour livrer être regarder l ordonner recherche l auteur chercher asile défendre cause être poursuivre l inquisition excommunier n avoir comparaître homme accoutumer regarder devoir zèle montrer intérêt croire dispenser reconnaissance choix faire répondre livre herser prouver académicien étudier science éloigner physique intituler livre Philalethes vérité matière d vérité chercher nation ouvrage trouver liste l l oublier contenir faire découvert représenter nature qu travers opiner moment périr être écrire d style école mériter livre science rencontrer traire esprit infecter livre prose marquer barbarie goût trouver exemple lister ouvrage dissertation intituler conjecture causer lumière débordement l amour d inclination rester titre thèse amour faire soutenir palais l appareil former thèse chambrer entreprendre ouvrage l connaître homme histoire l homme mœurs entrer plan imprimer partie l ouvrage intituler système l âme auteur l extension l âme partir grandeur figurer extension dire corps n différer qu n être croire blasphémer s supposer extension limiter Dieu âme l homme l éléphant baleiner arbre n être qu c être atome résister division étrange assertion trouver livre dédier l auteur être persécuter n avoir réputation d philosophe voir l l pardonner chambre opiner faveur piéter pouvoir être devoir succès ouvrage bonheur d échapper l envier objet mémoire chambrer promettre commentaire traduction d n avoir laisser qu discours livre être ouvrage avoir garantir nom l oubli sorte l jusqu ouvrage chiromancie art siècle éclairer qu être attacher l importance hui daigner réfuter chimère mourir novembre card laisser enfant l médecin roi l curé membre l curé n avoir passion littératurer art vendre card jusqu cabinet bibliothèque soulager paroissien contagion causer disette mourir prodiguer soin secourir éloge naître card village diocèse porter suite nom lieu naissance s être trouver siéger hardiesse nouveauté employer réduire placer offrir spectacle curiosité mathématicien venir card faire connaissance père parler travail génie succès genre recherche réussir suffire savoir appliquer calcul principe démontrer falloir créer principe exiger talent géométrie qualité posséder ouvrage intituler aristarque Samos tromper titre croire grec ouvrage attribuer particule matière attraction réciproquer idée d gravitation s être présenter physicien temps astronome qu supposer force attirer planète centrer combiner direction orbiter expliquer mouvement rester savoir force forcer devoir être s accorder phénomène Kepler deviner loi Kepler trouver l observation airer temps prouver loi s observer fois qu corps lancer vitesse donner attirer instant centrer fixer Kepler observer l orbiter planète ellipse prouver qu forcer diriger foyer raison inverser carrer distance démontrer planeter décrire orbite force force|forces qu distance soleil forcer astre planeter différence masser conclure force d attraction être d inertie masser être détermination démontrer gloire voir heureuse avoir pouvoir mettre ligner qu découverte préciser prononcer diminuer mériter être germe s être méthode déterminer aire surfacer l avoir employer succès résoudre problème proposer Cavalleri avoir trouver méthode géomètre plaire cacher méthode étonner solution problème méthode connaître avoir désagrément voir paraître méthode d avoir donner stratagème qu inspirer l amour réputation n être l amour gloire n être contraire l intérêt progrès lumière méthode considérer courber décrire mouvement composer position dépendre direction mouvement rapport qu avoir mouvement composer vouloir trouver méthode l origine fluxer mérite n être d avoir employer considération mouvement faire entendre méthode c être d avoir donner formuler exprimer fluxion être l équation ligner ami avoir écrire père méthode maximis employer Fermat trouver tangent Roberval prendre défense écrire donner nom oser entendre méthode rendre justice l auteur réponse devoir irriter montrer d envier critiquer l entendre temps annoncer qu carrer cycloïde donner résultat voir lettre Mersenne trouver démon tration d manière méthode écrire Mersenne étonner Roberval faire cas d solution géomêtres prêtendit n avoir connaître résultat avoir trouver solution lire lettre s empêcher croire raison temps Mersenne envoyer problème roulette géomètre n avoir résoudre donner problème solution d simplicité d élégance employer méthode qu familier adversaire qu ajouter qu n attacher valeur solution l avoir chercher montrer tort faire bruire chose supériorité blesser d qu pouvoir résoudre problème qu avoir malheur d proposer solution arranger d déguiser être l déclarer faire géométrie objecter qu croire qu géomètre proposer foi objection porter conséquence méthode auteur raison être chercher déprimer ouvrage devoir faire révolution l analyser discours méthode philosophie avoir avantager rechercher centre percussion donner méthode l être s étendre cas échapper surpasser prouver qu mériter d être compter géomètre classer ligne courber qu connaître nom ligner Robervalliennes c être Torricelli donner nom avoir plaindre ligner former rencontre l axe d mener mener passer fixer prendre l axe courber fournir moyen carrer parabole trouver espace finir grandeur espacer moyen qu jeter œil construction courber voir champ l usage l application résoudre problème méthode être Wallis laisser d annoncer talent fâcher voir perdre dispute rechercher découvrir rendre collège chaire fonder an revenir concours professeur proposer problème quelqu résoudre professeur céder place institution subsister temps rareté livrer rendre chaire prix académie instituer progrès science exciter émulation craindre reproche d avoir dépouiller quelqu place conserver chaire jusqu mort c être dire qu garder découvrir portefeuille raison sentir peine supériorité pouvoir prétendre rang vouloir mystère cacher infériorité pouvoir être espérer trouver homme donner préférence plait élever mérite qu mettre place vouloir blesser prétention qu rabaisser talent l éclat humilier vanité malentendu nuire réputation repos S géométrie lieu combattre être disciple gloire avoir valoir doute honneur d avoir être rival falloir d homme faire contribuer progrès science perdre combattre homme force force|forces devoir employer résistance nature falloir qu sacrifier petitesse d amour l intérêt science gloire mourir card ouvrage recueillir l abbé imprimer mémoire l méthode embarrasser méconnaître l empreindre génie amour blesser Roberval avoir ami père pouvoir réputation vouloir mêler nom nom l abbé qu unir haine découvrir père être ami prouver Roberval avoir vertu,1773,-1,0
1,conseiller cour monnayer être académicien trouver nombre magistrat lister âge graviter état permettre divertissement noblesse société femme n être forcer distraction qu entrainer devoir imposer vivre monde magistrat d activité douceur vie pouvoir suffire n avoir d délassement l étude oser publier fruit travail craindre paraître moment loisir importance remplacer crédit mériter n avoir devenir charlatanerie temps d capitale venir former qu société étendre qu espérer n être connaître passer vie Frenicle cultiver partir objet problème indéterminer nombre question l algèbre avoir laisser ouvrage qu croire question l analyser équation dépendre transformation problème nombrer enseigner trouver méthode d employer substitution réduire quadrature fraction n être qu question D analyste grange occuper problème mériter œil géomètre d être problème nombrer proposer voir solution côté avouer homme l égard accorder peine espèce supériorité occuper disputer objet donner plaisir marquer d équité coûter amour Frenicle soutenir l honneur défaire mathématicien porter cacher principe méthode employer mystère servir réputation n avoir dire connaître méthode mot répéter médiocrité forcer génie s abaisser jusqu charlatanerie méthode Frenicle publier mort établir d abord nombre proposition trouver induction être démontrer messieurs Euler grange proposition servir diminuer tâtonnement résoudre problème connaître l ordre nombrer satisfaire question essayer trouver nombre convenir convier n avoir qu solution problème infinité méthode falloir d solution donner pouvoir déduire solution méthode Frenicle donner moyen s être occuper carrer problème qu jusqu peiner aujourd hui connaître géomètre temps partir mathématique n être spéculation usage question n avoir apprendre soumettre calcul phénomène nature rire d géomètre s occuper arranger nombre case d carré Frenicle paraître entrevoir gravitation attribuer pesanteur espèce d instinct vertu particule détacher d masse force chercher rejoindre corps partie s être occuper année causer pesanteur prouver soutenir système croire physicien livrer conjecture hypothèse avoir falloir observer calculer qu repaître système d métaphysique découvrir loi système monde observation insecte rester mourir card,1773,-1,1
2,abbé naître temps venir dire découvrir univers théorie sentir manquer partie pratiquer science donner moyen rectifier qu pratique devenir progrès théorie l abbé être pratiquer avoir d obligation élément l astronomie valeur diamètre terrer manquer science paraître déterminer longueur n avoir besoin mesurer degré mesurer être tenter résultat différence toise différence faire soupçonner l inexactitude n avoir connaître opération abbé apporter précaution inouïes jusqu D abord mesurer distance latitude falloir mesurer distance surfacer terre conséquence prendre base chemin l avoir mesurer calculer suite triangle sommet aboutir clocher cathédrale d angler être mesurer cercle pied rayon garnir lunette employer toise suite l inégalité degré être reconnaître qu besoin précaution démêler loi inégalité d astronome vérifier mesure l abbé trouver erreur l retrancher différence résultat venir toiser employer opération trouver erreur D être sentir prix attenter c être qu apprendre surpasser degré l abbé être employer déterminer position lieu côte trouver différence longitude carter marquer erreur faire sentir nécessiter dresser carte parvenir proposer continuer jusqu extrémité royaume ligner tracée l observatoire rapporter ligne longitude lieu déterminer latitude observation poindre former sommet angler d suite triangle devoir embrasser donner position ville projet mériter d être adopter être être continuer travail interrompre mourir ministre être reprendre suite être l abbé obligation carter messieurs pousser perfection télescope n avoir servir découvrir qu voir corps découvrir été savoir employer instrument déterminer position astre c être dire d appliquer télescope cercler effet étoiler voir télescoper débarrasser rayer raire planeter paraître terminer déterminer position temps occultation mesurer précision diamètre planeter connaître d incertitude grandeur durée d éclipse l instant commencer finir idée s être présenter astronome oublier abbé l avoir renouveler rendre opération adopter méthode astronome regarder date découvrir année card voir astre direction rayon passer corps l œil l observateur rayon briser traversant l atmosphère réfraction varier densité l air poids l atmosphère connaître réfraction changement n être siècle qu proposer déterminer exactitude quantité réfracter hauteur loi variation abbé avoir part travail astronome exécuter objet tabler réfracter nombre d observation faire qu observation conduire soupçonner qu s être glisser erreur longitude latitude Brahé donner ville monument être élever science subsister l ile d roi abandonner bienfait prince patrimoine construire observatoire dominer l horizon édifice consacrer expérience partir science l observatoire placer bâtiment séparer science temple consacrer l ile occuper cultivateur appeler dépendre couronner bienfait don d indépendance passer an terre attacher distraction travail médecin pardonner d oser guérir maladie remède préparer laboratoire distribuer courtisan n avoir voir indignation qu homme cour l avoir dédaigner être élever génie considération n avoir obtenir bassesse calomnier successeur ôter ile être d aller chercher paix l empereur prince maison parer sentir l avantager gouverner homme éclairer mourir palais laisser nom Brahé éclat titre l histoire l esprit dépendre Situdes empirer abbé aller card visiter l ile Huène chercher reste d peiner trouver vestige pouvoir fournir d éclaircissement être qu aide donner qu pouvoir retrouver position voir l erreur latitude d minute longitude revenir satisfaction d avoir rendre l astronomie nombre d observation devenir l incertitude lieu être faire élévation pole élément observation réfraction rendre élément déterminer précision qu commencer exiger astronome abbé s occuper succès n travail savoir courage zèle juger progrès science n avoir imaginer qu être voir soleil l horizon apprendre astronome observer jour trouver astronomie classe d observation n naître champ découvrir moyen donner théorie exactitude être l abbé qu exécution l ouvrage intituler connaissance temps donner fois card continuer jusqu mort donner année n avoir être interrompre éphéméride épargner observateur calcul recherche exposer d théorie connaître phénomène arriver année astronome porter saisir théorie erreur frapper correction erreur rendre devenir astronome trouver l année observation intéresser objet recherche l science avoir t soin charger travail nom connaître l assurer confiance astronome main ouvrage n être borner l utilité éphéméride devenir recueil d observation tabler travail exiger nivellement confier direction l abbé art n être qu pratique corriger traiter nivellement mettre praticien état parvenir table d opération exactitude qu exiger besoin mémoire l contenir gnomonique l abbé recherche apercevoir phosphore voir partir baromètre agiter mercure flécher ignorer temps observation faire card card n être état d exécuter travail agréer projet terminer card carrière remplir d occupation donner reconnaissance homme qu gloire fruit s étendre pouvoir être mémoire connaître caractère qu trait voyage d connaître Roëmer deviner génie l appeler procurer protection bienfait l intérêt réputation qu plaisir donner patrie homme être crainte d occuper objet gloire,1773,4,2
3,Mariotte naître passer partir vie être qu dater ouvrage prouver nerf n être l organe voir ville produire nombre d homme mériter ville sentir d enthousiasme prix taler décerner d hommage Mariotte livrer physique D côté géométrie savoir faire usage découvrir géomètre l l esprit tenter expérience pouvoir servir faire connaître nature sorte savoir déduire expérience sagacité théorie preuve théorie connaître loi choc corps être trouver application l analyser l l démonstration loi pouvoir sati faire mathématicien Mariotte chercher rendre dire appuyer expérience faire précision falloir donner corps direction vitesse déterminer Mariotte employer mouvement corps suspendre théorie mouvement trouver connaître falloir l appliquer succès expérience savoir vaincre difficulté détail d éclaircir résultat expérience Mariotte être loi géomètre découvrir donner loi preuve monder entendre montrer temps mathématicien nature offrir foule corps pouvoir erreur regarder s être occuper théorie eau chercher ouvrager appuyer théorie expérience pouvoir appliquer géométrie temps fournir secourir livre traite l science l équilibrer liqueur l expérience donner principe loi venir ressusciter science connaître négliger philosophe l école expérience espèce démonstration pouvoir étendre connaissance principe théorie prouver progrès appuyer principe abstraire esprit accoutumer idéer abstraire acquérir jeunesse rejeter lier vérité donner preuve perdre fois qu homme génie proposer vérité n avoir partisan élever préjuger école l entendre l entendre persécuter tourne échapper malheur qu attaquer expérience séduction l éloquence erreur temps l ignorance consacrer raison n agir qu lenteur mettre principe connaître l l abri objecter Mariotte chercher loi mouvement théorie application l analyser mécanique être l objet rechercher plupart géomètre chercher loi déduire l expérience pouvoir employer trouver cas mouvement masser d élever d principe l égalité pression l incompressibilité loi ressortir déterminer mouvement particule voir calculer dépense d oser envisager théorie d manière sublimer inventer fois principe donner équation problème analyser résoudre théorie jusqu n avoir servir pratiquer qu montrer nécessiter défier loi successeur croire pouvoir établir règle Mariotte déduire expérience employer l usage effet n avoir examiner écoulement ouverture faire vase d épaisseur cas contraction veiner qu l écoulement tuyau besoin expérience savoir calculer dépense l abbé Bossut faire manière doute l exactitude résultat certitude régler qu déduire chevalier border l abbé l action machiner résistance suite d expérience manquer traiter mouvement eau fonder géométrie Mariotte employer vouloir juger géométrie faire être n avoir qu comparer traiter mouvement eau l l abbé ouvrage l auteur renfermer espace trouver intéresser science fouler chose appartenir S n matière traiter Mariotte n avoir être approfondir d ouvrage l oubli voir briller sagacité l auteur savoir faire expérience calculer comparer résultat principe l trouver exemple diriger développer talent expérience germer géométrie supériorité méthode ouvrage d n offrir vérité s falloir qu devoir négliger lecture spectacle d génie lutter difficulté pouvoir discours nature l air renfermer suite d expérience intéresser prouver ressort l air augmenter surface terre raison poids l air charger qu fermer vaisseau l effort élasticité colonne mercure poids l atmosphère moment air être séparer vérité aujourd hui devenir découverte répondre objection proposer preuve pesanteur l air voir lire discours l air Mariotte remarquer propriété combiner l eau d liqueur apercevoir combinaison n être mélange différence exister combinaison composition nait mélange n avoir être déterminer temps bannir chimie langage bannir temps idée langage introduire n avoir t passer but n avoir t séparer science branche d tronc génie chercher généraliser remplir vérité science d erreur d qu séduire l circonspection borner augmenter lister faire isoler n oser rapprocher saisir rapport former théorie ralentir marcher connaissance nécessiter plaire tour tour fatiguer système ennuyer compilation obliger savant d audace timidité progrès l esprit recueil ouvrager Mariotte contenir foule d expérience vision lumière trouver faire vérité connaître besoin d être éclaircir prouver laisser désirer expérience détruire erreur accréditer état respect l antiquité l esprit système mettre philosophie n débarrasser préjuger Mariotte pouvoir être physicien temps l trouver d opiner donner vérité ériger principe avouer lorsqu essayer répéter expérience lumière manquer qu établir d résultat système théorie occasion sagesse esprit dextérité expérience l avoir abandonner fois garder croire désir trouver erreur homme rendre philosopher montrer écrire amour vérité ouvrage connaître mériter détail être essai l art découvrir vérité prouver recherche vérité examiner proposition énoncer c être théorème prouver objet donner qu falloir comparer objet connaître rapport servir trouver c être problème résoudre moyen d abréger recherche science connaître nombre vérité maniérer comparer idée n être question faire dépendre vérité chercher d vérité connaître d opération science espèce science géométrie l algèbre n reconnaître d tirer exemple science science science vérité proposition compliquer dépendre vérité d qu appeler principe solution problème dépendre d suite d opération d résulter connaître principe familiariser opération rechercher vérité principe science définition falloir éviter l abus mot principe science faire prouver proposition falloir prouver qu énoncer réalité connaître résoudre problème n être chose constater suite d expérience dépouiller circonstance science espèce principe proposition fonder droit l regarder l origine axiome falloir faire vouloir qu faire loi faire qu obliger fait qu découvrir observer homme devoir s établir conformité principe espèce servir régler conduite c être principe qu examiner objet proposer lorsqu trouver qu principe espèce fournir moyen d arriver Mariotte montrer exemple chercher vérité espèce science hypothèse venir parler exemple soin n admettre proposition prouver d avancer faire opération sures expérience observation auteur remarquer c être l art découvrir vérité exposer qu prétendre donner talent borner déterminer espèce conduire vérité c être l art s arrêter génie choisir moyen employer manière prouver vérité connaître l ouvrage Mariotte contenir traiter logique regarder exposer méthode suivre recherche intéresser pouvoir observer marche d esprit l histoire science faire mention auteur ressembler donner description d instrument état servir Mariotte mourir card prieuré être récompenser travail croire c être servir Dieu s être rendre homme qu faire usage l d récompenser service rendre l humanité être porter esprit d observation douter inspirer scrupule timidité interroger nature charger d interpréter réponse S réserver admiration homme science route falloir avouer apprendre égarer reconnaissance,1773,-1,3
4,médecin roi être l membre l homme génie d idée cultiver chimie siècle démêler vérité milieu promesse obscurité affecter faire discuter défigurer mélange d faire qu utile d interroger nature d étudier livre être méthode chimiste suivre fin siècle d côté s être emparer chimie principe vaguer servir base explication convenir contenter fureur croire obliger raison phénomène choser être philosophie l école s être accroître accroire explication nouveauté clarté apparenter appuyer l idée sublimer soumettre loi mouvement phénomène nature état Duclos trouver laisser chimie gloire d faire science être réserver n avoir mérite d apercevoir faire principe science avoir t rassembler nombrer faire particulier d être avoir chercher fonder science remède chimie utilité médeciner s être borner fournir recette promettre miracle chimiste sentir l application chimie s élever chimie Boyle fonder travail Duclos être l analyse d quantité planter eau méthode l analyse consister extraire plante donner l eau pousser feu achever d connaître principe Duclos sentir merveille défaut méthode l exception partie extraire l eau donner principe composer principe combinaison sorte qu analyse n éclairer nombre proportion principe nature principe imperfection méthode tenir chimie l n avoir connaissance nature manière d agir plupart menstrues être rouelle devoir méthode d analyser végétal montrer extraire d principe principe être altérer analyser profond pénétrer composition principe qu séparer partie chimie renfermer difficulté reproduire laboratoire principe n avoir d idée mécanisme nature former combinaison l art n imiter falloir connaître agent employer manière d agir qu n avoir altérer principe d produire qu retirer exiger fois connaissance étendre théorie sagacité choix expérience dextérité opération Duclos réunir qualité manquer théorie n être créer temps analyser qu être eau charger matière l eau trouver sein terre eau contenir rester dissoutes précipiter eau traverser composition agir masse nature préparer dissolution matière croire l eau fauter connaître intermède pouvoir donner expérience lenteur l étendre nécessaire analyser eau miner opération chimie être perfectionner l avarice être homme passion l amour vie gouvernement donner l naître faciliter faire l analyser eau chimie n être avancer travail pouvoir d utilité connaître matière connaître observer nombre phénomène qu offrir action décoction noix galler servir découvrir présence fer dissolution sublimer produire précipiter eau tenir nitre teinture tournesol couleur indiquer présence alcali employé l analyser examen sel l évaporation l eau n être analytique contenter comparer sel l base natrum nitrer vitriol chercher sel examiner rapport s mélanger sel entrer mélange n employer moyen chimiquer séparer impossible s assurer existence pouvoir connaître proportion gouvernement n avoir abandonner projet l humanité connaître eau chimie fournir analyser méthode sures chimiste éclairer être charger d faire examen travail n être public sagacité connaître essai mettre jour donner lieu d espérer devoir fouler faire intéresser théorie saurer secours obtenir l usage eau pouvoir être espérance falloir renoncer voir d exposé travail pouvoir être contribuer progrès chimie servir sentir public l utilité science exciter homme placer protéger particulier cultiver utilité supposer éloigner mesure encouragement gouvernement donner science excepter nombre d homme qu penchant entrainer objet utilité motif travail goût destiner travail l esprit c être l idée utilité décider choix désir faire être jeunesse passion qu croire homme corrompre traiter folie n pouvoir être n avoir reprocher l avoir sentir moment Boyle envoyer l card mémoire maniérer dessaler l eau mer employer machiner distiller quantité d eau eau être mettre l eau mer matière faire Duclos conjecturer c être alcali tromper point être observer phénomène présenter chimie l augmentation poids matière calciner verre métal fumer l opération perdre substance poids augmenter proposer explication phénomène jusqu n avoir être appuyer expérience procureur parlement venir faire objet rechercher étendre prouver augmentation métal chimiste nier trouver ouvrage suite d expérience faire soin sagacité rendre l auteur égarer explication proposer phénomène Duclos mourir card,1773,1,4
5,blondel naître card savoir vie comte obtenir fils|fil fil an survivance charger secrétaire d ministre conserver esprit âme milieu orage cour intriguer fronder croire fils|fil fil devoir négliger d place importer vouloir destiner placer traiter nation connaître l esprit l aller étudier blondel être choisir l accompagner qualité gouverneur voyager commencer card durer an parcourir pays Nord l l publier voyage relation être attribuer blondel n être qu édition contenir passage être retrancher second concerner usage attribuer habitant Ostrogothie égayer conter plaire voir art blondel édition venir jour échapper temps oser nier réalité d usage attester témoin l désigner ministre d l distinguer exemple apprendre lorsqu s agir chose falloir défier témoignage imposer impossibilité d expliquer tromper n être raison croire suffire blondel cultiver lettre d blondel oser défaut préférer comparaison hardiesse mériter d être remarquer aujourd hui l ouvrage blondel paraître temps modestie croire qu impossible d égaler poésie préjuger être surpasser chose vivre homme mettre place postérité l opposer zélateur l antiquité homme illustrer reconnaissance l admiration siècle prévenir culte race enfant ciel adorer temps unir gloire d être gloire d être compter génie bienfaiteur l humanité blondel architecte ouvrage s être élever pouvoir être dessus laisser genre c être l arc triompher porter monument qu admirer national déplorer négligence laisser dépérir inscription graver porte l ouvrager blondel connaissance blondel valoir titre docteur collège travail architecturer placer directeur l ériger faveur art employer succès négociation être récompenser brevet conseiller d ouvrage l l art tirer bombe l fortifier placer mériter grade maréchal camp présenter traiter vouloir permettre qu publier craindre ennemi profiter instruction renfermer craindre prouver mérite l opinion auteur voyage accorder lettre noblesse père grâce regarder honneur exemption charger blondel mourir février card marier fois enfant femme l être l abbé tenailler père être maître dauphin fils|fil fil mathématicien d honneur placer blondel mérite d appliquer art orgueil l art d élever masse détruire homme éloge naître l an avocat faire recevoir docteur médeciner faculté n exercer profession ami connaître satire épigramme regarder médecin ignorance bévue d homme être état juger nombrer juger d avis nuire qu qu entendre c être partir métier faculté médeciner juger mériter venger mémoire placer portraire membre corps opposer sortir règle porter qu sorte répugnance décerner honneur éclater faculté accorder distinction c être preuve être pouvoir être voir t plaisir causer rendre homme rester unir mérite D abord pouvoir l l estimer sentir n estimer port sentir prix l esprit talent regarder supériorité homme idéer affecter voir d mériter donner idée expression orgueil pouvoir être fonder homme n être prouver vérité croire falloir faire aimer flatter sens|sen sen passer regarder poésie d éclairer homme falloir placer rang l homme savoir maître opiner passion joindre génie poésie don pouvoir être d avoir pensée tort estimer poète goût amateur poésie n être qu versificateur D commencer connaître poète n avoir donner satire occuper relâcher chercher développer vérité concevoir qu passer vie tourmenter Cotin l abbé attacher prix goût croire avoir droit d affliger manquer parler satire méprendre d âme regarder plaisanterie l objet erreur beauté voir culte rendre œil respect erreur d qu offenser opinion discours devoir haïr haine rendre oublier injustice qu faiblesse d attaquer souvenir injustice colonnade vouloir dérober gloire manquer palais répondre grandeur puissance nation vouloir être élever l architecte l appeler chevalier charger décorer basilique oser succès mêler travail ange réunir talent art dépendre dessin siècle artiste n avoir recevoir honneur roi prodiguer voyage n avoir succès attendre vieillir génie force forcer cacher venir l impatience souffrir contradiction répugnance prolonger séjour louanger qu donner être génie l inspirer qu dire c être vierge inspirer dessin jeter pomper fondement édifice dessin avoir beauté majesté devoir palais départ vouloir comparer dessin architecte n être connaître architecte donner l arriver être mettre concurrence l architecte qu élever vau l auteur gloire architecturer art sentiment grandeur préférer dessin péristyle être élever dessin machiner invention reprocher d colonne temps prétendre disposition l espace pied laisser colonne mur solidité l édifice blondel savoir géométrie architecturer faire regarder juger monument porter devoir préserver l envier blondel joindre suffrage voix peuple architecte avoir proposer colonne c être d avoir colonne accoupler homme génie pousser tenter chose rester qu oser artiste n avoir l écho accuser d avoir prendre vau l idée péristyle collège élever vau placer colonnade empêcher voir fois d attribuer architecte monument d goût opposer preuve faveur silencer qu avoir garder soupçon blondel écrire l ouvrage critiquer rivalité sentir qu négliger reproche objection c être l vouloir mettre gloire d atteindre attaquer homme honte sentir l inutilité effort jour venir qu écrire homme génie rester servir constater gloire observatoire ouvrage admirer colonnade goût puiser génie monument n avoir donner modèle être charger construire l arc triompher barrière trôner faire pierre jusqu colonne être élever plâtre l avoir détruire Lorsqu vouloir abattre partie maçonnerie falloir briser pierre homme savoir concevoir monument d beauté opinion devoir savoir bâtir l éternité charger l naître présider travail l histoire dresser plan c être qu esprit circonspection sagesse rejeter système n admettre faire lorsqu constater esprit s être démentir valoir l science autorité réputation attacher corps l génie composer volume mémoire l histoire description servir l anatomie comparer qu faire modèle mémoire contenir faire intéresser servir détruire fouler préjuger accréditer n science être détruire déférence l antiquité livre l histoire remplir miracle rapporter chose existence d race d homme tête tête chien n étonner critique d race d homme d couleur pouvoir être devoir attribuer défaut rareté parvenir s procurer ramasser nombrer faire droit reconnaissance homme avoir bonheur d avoir disséquer animal l histoire remplir miracle caméléon salamandre pélican caméléon nourrir d air prendre teinte l étoffe l envelopper l emblème changer caractère d opiner faiblesse intérêt observer caméléon trouver animal vivre manger plupart nourrir d insecte peau changer changer homme régime affection salamandre vivre qu lézard barbarie jeter feu résister temps découler glander aboutir peau liqueur abonder pélican espèce d oiseau proie bec partie cou sac s ouvrir ouvrer bec oiseau conserver pois qu enlever imaginer manquer nourriture pélican s ouvrir ouvrer l estomac nourrir sang peintre ôter pocher donner figure d aigle figurer naturel paraître père roi appeler comparer cesse pélican n avoir être écrivain siècle d ignorance avancer ouvrage pélican ressusciter enfant mourir arroser sang philosophe lorsqu détruire absurdité paraître indifférent entourer homme d erreur merveille disposer adopter funester honneur être exemple remède attribuer vertu s empêcher qu n avoir recours remède impossible qu esprit être occuper dissection voir importer économie proposer œuvre renfermer traiter étendre l trouver explication vaguer géométrie description détailler l organe l ouïr partie l auteur usage l anatomie comparer remarquer qu falloir jugement raisonnement apprendre voir entendre éviter erreur sentir espèce inconnu introduire philosophie progrès servir combattre système servir détruire erreur métaphysiquer traiter mécanique contenir foule d observation organe l usage faire organe sens|sen sen mouvoir nourrir reproduire sorte être être|êtres n avoir faculté sentir disposition élément nommer organisation voir peine morceau teinter esprit qu confondre esprit chercher vérité l mettre chose placer vérité n avoir trouver débarrasser l inquiétude honte l ignorance falloir connaissance courage convenir qu ignorer falloir qu femme qu oser défaut figurer être s élever force production l esprit système transfusion sang l avoir nier moment être annoncer plaire dire qu pouvoir changer sang chemiser combattre raisonnement expérience transfusion raisonnement expérience faire soin taler distinguer mécanique donner dessin machiner plupart être employer travail diriger traduction Vitruve manquer l architecture manquer pouvoir être réunir goût l érudition savoir rétissir lait homme connaître art texte Vitruve être défigurer copiste commentateur ignorer art douxe siècle barbarie anéantir tradition procédé employer falloir songer entendre l qu suppléer être joindre traduction remarquer former ouvrage Vitruve faire jusqu dessin plancher livrer orner dessin regarder chef d œuvre genre frère docteur théologie être exclure temps receveur financer auteur d traité l origine fontaine traduction rapila commettre surintendance bâtiment connaître temps poésie l être hardiesse avoir critiquer trer d imperfection laisser art prétendre qu n être consulter raison jugement choser goût opinion c être consister bizarrerie famille reprocher philosophe n opposer qu modération emportement inspirer protéger science d manière luimême n avoir voir lettre homme gloire diriger traiter homme l humanité gloire honorer pays siècle justice rendre talent puissance rappeler lettre dignité état oublier S régner concorde talent s obtenir l estimer hommage nation s l honneur d être haïr homme l esprit qu avoir répandre littérature prix attacher travail pouvoir être arrêté l éloge frère s être aimer c être hommage mémoire d avoir consacrer ligner défendre d frère être mourir card d maladie l attaquer dissection cadavre d chameau pouvoir être devoir compter être victimer zèle exemple homme état savoir braver mort chemin mener gloire,1773,1,5
