,x,y,labels
0,4.1414742,7.6853604,0
1,2.7601984,6.246992,1
2,4.3853774,5.72792,1
3,4.928682,6.425362,1
4,4.3254848,7.029683,1
5,3.4891849,6.266328,0
6,4.207533,6.328022,1
7,3.4978166,7.0673113,0
8,2.748897,6.889189,1
9,5.0230746,7.0574007,1
