
Guillaume Amontons (1705)
Marc René de Voyer de Paulmy d'Argenson (1721)


Claude Berger (1712)
Pierre Blondin (1713)
Hermann Boerhaave (1738)
Claude Bourdelin (1711)
Jacques Bernoulli (1705)
François Bianchini (1729)
Louis Carré (1711)
Jean Dominique Cassini (1712)Mathieu de Chazelles (1710)
Pierre Chirac (1732)
Claude-Antoine Couplet (1722)


"Philippe de Courcillon, Marquis de Dangeau (1720)"
Guillaume Delisle (1726)Gilles Filleau Des Billettes (1720)
Denis Dodart (1707)
Charles-François de Cisternai Du Fay (1739)
Jean-Baptiste Du Hamel (1706)
Guichard-Joseph Du Verney (1730)


Guy-Crescent Fagon (1718)
Jean-Élie Lériguet de la Faye (1718)


Jean Gallois (1707)
Etienne-François Geoffroy (1731)
Domenico Guglielmini (1710)


Nicolas Hartsoeker (1725)
Guillaume Homberg (1715)


Thomas Fantet de Lagny (1734)
Philippe de La Hire (1718)
Godefroy Guillaume Leibnitz (1716)
Nicolas Lémery (1715)
Guillaume-François-Antoine de Sainte Mesme de L'hospital (1704)
Alexis Littre (1725)
Jacques Eugène d'Allonville Chevalier de Louville (1732)
Camille le Tellier de Louvois (1718)


Jean René de Longueil de Maisons (1731)
Nicolas Malebranche (1715)
Nicolas de Malézieu (1727)
Eustachio Manfredi (1739)
Jacques Philippe Maraldi (1729)
Louis-Ferdinand Marsigli (1730)
Jean Mery (1722)
Pierre Remond de Montmort (1719)
Louis Morin (1715)


Isaac Newton (1727)


Jacques Ozanam (1717)


Antoine Parent (1716)
Martino Poli (1714)
François Poupart (1709)

Bernard Renau d'Elisagaray (1719)
Pierre Silvain Regis (1707)
Jean-Baptiste Deschiens de Ressons (1735)
Michel Rolle (1719)
Frédéric Ruysch (1731)
Charles Reyneau (1728)
Joseph Saurin (1737)
Joseph Sauveur (1716)


Camille d'Hostun Le Maréchal de Tallard (1728)
Daniel Tauvry (1700)
Joseph Pitton de Tournefort (1708)
Jean Sébastien Truchet (1729)
Tsar Pierre I de Russie (1725)
Ernfroy Walter de Tschirnhaus (1709)
Adrien Tuillier (1702)


Jean-Baptiste Henry du Trousset de Valincourt (1730)
Pierre Varignon (1722)
Sébastien Le Prestre Le Maréchal de Vauban (1707)
Vincenzio Viviani (1703)
